,reducermaxSizeInFlight,shufflefilebuffer,shufflesortbypassMergeThreshold,speculationinterval,speculationmultiplier,speculationquantile,broadcastblockSize,iocompressionsnappyblockSize,kryoserializerbuffermax,kryoserializerbuffer,drivermemory,executormemory,networktimeout,localitywait,taskmaxFailures,shufflecompress,memoryfraction,shufflespillcompress,broadcastcompress,memorystorageFraction
1294,107,106,760,850,2,0.7,22,55,46,52,6,14,440,7,4,0,1.0,1,1,0.8999999999999999
1295,86,91,160,990,1,1.0,4,65,58,66,11,16,120,8,7,1,1.0,0,0,0.7
1296,106,81,860,650,1,0.7999999999999999,116,106,114,28,9,16,320,5,3,1,0.5,0,0,0.8999999999999999
1297,41,112,340,840,3,0.6,60,82,36,82,8,8,80,4,4,0,1.0,0,0,1.0
1298,70,85,720,820,3,1.0,16,111,90,66,11,14,340,7,7,1,0.6,0,1,0.6
1299,126,24,180,270,1,0.6,128,56,112,96,11,15,420,9,8,1,1.0,1,0,0.6
1300,87,47,970,650,2,0.5,54,34,34,120,8,14,220,5,4,0,0.7,1,0,1.0
1301,56,27,440,170,3,1.0,96,83,24,82,10,15,400,7,8,0,0.7,0,1,0.5
1302,42,128,190,710,2,0.8999999999999999,12,71,76,58,10,7,260,8,6,0,0.6,1,0,0.6
1303,27,31,960,430,4,1.0,112,78,88,40,6,11,460,1,4,0,0.6,1,1,0.7
1304,101,26,930,240,4,0.8999999999999999,42,27,42,122,12,8,420,9,2,1,0.6,0,0,0.5
1305,123,44,350,270,4,0.6,110,28,28,122,11,13,420,4,8,0,1.0,0,0,0.5
1306,73,79,460,370,3,0.8999999999999999,80,124,48,96,8,13,200,7,5,1,0.7,0,0,0.5
1307,66,41,350,660,3,1.0,26,122,126,90,12,12,80,5,6,0,0.6,1,0,1.0
1308,43,101,310,220,5,0.7999999999999999,26,107,88,124,11,6,440,5,1,0,0.5,0,0,0.6
1309,81,116,940,250,5,0.5,34,28,36,122,6,7,460,5,7,1,1.0,1,1,0.6
1310,31,54,740,650,1,1.0,16,114,28,70,8,11,400,5,8,0,0.7,0,0,0.5
1311,114,24,630,210,3,0.5,84,96,50,40,9,11,360,8,4,0,0.6,0,1,0.8999999999999999
1312,43,64,300,330,3,0.7999999999999999,90,106,58,60,12,15,320,6,7,1,0.8999999999999999,0,0,0.8999999999999999
1313,67,82,560,360,5,0.7,6,56,108,52,7,6,140,5,6,1,0.7999999999999999,0,0,0.7
1314,45,119,210,460,5,0.5,24,104,114,70,7,9,400,10,4,0,0.7,0,0,0.7
1315,104,49,300,390,3,0.7,18,128,30,100,12,10,80,9,3,0,0.7999999999999999,1,0,0.8999999999999999
1316,46,128,580,680,4,0.8999999999999999,6,40,84,46,11,11,340,5,7,1,0.6,0,1,0.6
1317,81,119,120,610,4,0.8999999999999999,54,54,30,74,10,13,180,5,1,1,0.5,0,0,0.5
1318,104,127,780,320,5,0.6,88,89,78,44,12,14,320,7,1,0,0.7999999999999999,0,0,0.5
1319,104,85,900,940,2,0.6,12,76,26,66,12,12,400,8,4,0,1.0,0,0,1.0
1320,128,67,580,140,4,1.0,32,78,46,24,10,9,40,4,6,0,0.5,0,1,1.0
1321,41,77,190,580,5,0.6,36,27,110,82,8,14,80,3,6,0,0.7,0,0,0.8999999999999999
1322,124,46,110,310,3,0.5,72,115,80,42,8,14,40,10,1,0,0.7,1,1,0.8999999999999999
1323,64,78,780,590,5,0.7,110,44,24,128,11,15,100,6,5,1,0.8999999999999999,0,0,0.5
1324,56,107,590,340,5,0.6,96,27,70,44,6,9,40,4,4,1,1.0,0,1,1.0
1325,50,123,370,560,2,0.7999999999999999,16,41,46,56,12,12,160,5,3,1,0.7,0,1,0.7999999999999999
1326,110,91,270,720,4,0.7,90,49,122,106,10,11,160,4,3,0,0.6,1,1,0.6
1327,70,114,490,650,3,1.0,82,36,26,102,11,7,80,2,8,1,0.7,0,0,0.8999999999999999
1328,126,63,380,880,5,0.8999999999999999,46,54,74,30,12,14,420,8,1,0,0.6,1,1,0.7999999999999999
1329,108,114,140,410,2,1.0,60,110,36,54,6,9,300,9,8,1,0.6,0,0,0.6
1330,98,124,550,150,2,1.0,122,86,96,50,11,7,200,9,6,1,0.7999999999999999,0,0,0.5
1331,67,40,600,980,3,0.6,102,123,92,52,12,14,220,7,1,0,0.7999999999999999,0,1,0.6
1332,80,91,150,400,3,1.0,38,61,108,70,11,11,340,10,7,0,0.6,0,1,0.7999999999999999
1333,45,31,760,390,2,1.0,20,120,118,62,10,11,60,8,4,0,0.6,1,1,0.6
1334,67,53,400,360,5,0.7,98,95,52,26,8,6,320,4,7,1,1.0,0,1,0.5
1335,79,101,840,700,2,0.7,36,63,74,48,10,14,500,5,1,1,0.5,1,1,0.5
1336,108,112,350,850,1,0.7999999999999999,48,47,128,102,8,12,360,3,2,1,0.5,1,0,0.7
1337,62,37,740,530,5,0.6,100,92,120,100,9,15,380,4,8,0,0.7999999999999999,0,1,0.6
1338,112,127,160,400,2,0.8999999999999999,122,42,34,86,8,12,20,7,7,0,0.7999999999999999,0,1,0.8999999999999999
1339,70,82,730,980,1,0.8999999999999999,84,89,108,94,12,10,220,9,5,1,0.8999999999999999,0,1,0.8999999999999999
1340,94,42,480,270,3,1.0,8,106,78,72,10,10,240,1,4,1,0.5,0,0,0.5
1341,64,74,690,390,1,0.6,16,55,54,58,11,16,100,9,8,1,0.5,1,1,0.5
1342,63,122,150,360,3,0.5,84,83,80,124,11,7,460,6,5,1,0.5,0,1,0.7
1343,77,123,620,540,3,0.5,118,48,124,68,6,8,320,1,4,0,1.0,0,0,1.0
1344,102,27,560,540,3,0.8999999999999999,38,87,24,118,9,10,300,7,3,0,0.7,0,0,1.0
1345,91,73,440,320,1,0.7999999999999999,60,97,72,42,10,14,460,5,6,0,0.5,1,0,0.5
1346,53,114,720,760,4,0.7999999999999999,126,33,120,74,6,13,380,10,8,1,0.8999999999999999,0,1,0.7999999999999999
1347,37,98,650,390,5,0.7999999999999999,70,36,112,28,11,9,480,2,8,0,0.7,0,0,0.8999999999999999
1348,110,47,580,700,5,0.7,92,87,108,66,6,7,360,3,1,0,0.8999999999999999,0,0,0.5
1349,127,73,700,800,2,0.5,56,125,24,86,12,14,60,1,5,1,0.7999999999999999,1,0,0.7999999999999999
1350,80,27,670,790,1,1.0,88,44,116,98,9,14,280,5,1,1,0.7,0,1,0.6
1351,91,79,560,220,2,0.6,68,72,34,44,9,8,140,7,8,0,0.7,1,0,0.7999999999999999
1352,96,86,970,360,1,1.0,104,45,86,122,11,9,20,4,3,0,0.7,1,0,0.7999999999999999
1353,97,127,220,840,1,0.8999999999999999,98,29,100,58,12,6,420,7,1,1,0.7,1,1,0.7999999999999999
1354,86,61,820,430,5,0.6,24,100,50,122,9,9,500,2,2,1,0.8999999999999999,1,0,0.8999999999999999
1355,89,29,710,420,3,0.6,60,37,116,80,11,8,60,3,7,0,0.8999999999999999,1,1,0.5
1356,41,48,300,190,1,0.5,128,33,50,116,9,9,460,3,4,0,0.5,0,1,1.0
1357,72,75,210,940,2,0.5,76,44,70,114,11,10,380,6,6,1,0.7999999999999999,0,1,0.7999999999999999
1358,116,37,920,380,2,0.7999999999999999,118,94,102,56,9,12,240,3,7,0,0.7999999999999999,0,1,0.7999999999999999
1359,118,58,540,880,1,1.0,122,101,58,98,10,10,120,5,2,0,0.7999999999999999,1,1,0.8999999999999999
1360,122,120,170,660,2,0.5,90,44,42,76,6,14,240,2,8,1,0.5,1,0,0.8999999999999999
1361,126,101,370,220,4,0.7999999999999999,30,31,46,72,12,11,60,6,6,1,0.7,0,0,0.7999999999999999
1362,102,67,790,780,5,0.7,72,119,84,70,11,6,220,4,8,1,0.7999999999999999,1,1,0.6
1363,42,77,290,380,1,0.5,124,73,82,94,9,13,380,3,8,1,0.6,0,1,1.0
1364,63,79,800,310,2,1.0,88,97,46,66,12,8,460,9,5,1,0.5,1,0,0.7
1365,115,120,840,120,4,0.6,16,115,90,120,8,13,340,2,3,1,0.8999999999999999,0,1,0.7
1366,99,68,410,670,5,0.6,122,87,94,124,9,10,20,7,2,1,0.5,0,0,0.8999999999999999
1367,28,37,500,960,4,0.6,42,121,58,32,7,11,60,4,5,0,0.8999999999999999,1,1,0.7
1368,39,68,990,210,2,0.5,92,75,60,42,7,6,320,4,2,0,0.6,1,0,0.6
1369,93,110,400,1000,3,0.5,128,53,126,106,11,8,80,5,6,1,0.7999999999999999,0,0,0.8999999999999999
1370,65,41,890,660,1,0.6,60,27,94,100,6,15,240,8,8,0,0.7,1,0,0.7
1371,61,74,900,680,3,0.7,18,56,124,58,7,8,420,3,2,0,0.7,0,1,0.8999999999999999
1372,52,89,690,470,2,0.7999999999999999,56,82,76,124,10,12,280,7,7,0,0.6,1,1,1.0
1373,123,32,250,110,1,0.7999999999999999,126,91,122,80,8,16,20,2,4,0,0.7999999999999999,1,1,1.0
1374,44,72,130,440,5,0.8999999999999999,70,57,82,60,9,16,60,10,5,0,0.7999999999999999,0,1,0.8999999999999999
1375,30,36,480,680,1,1.0,44,57,92,120,7,6,400,4,1,0,1.0,0,0,1.0
1376,39,117,860,380,4,1.0,110,82,86,54,6,11,360,2,3,0,1.0,1,1,0.5
1377,60,89,530,570,4,0.5,68,105,64,110,9,15,40,7,5,1,0.5,0,1,0.5
1378,75,71,670,480,1,0.6,114,26,30,40,7,10,20,2,8,1,0.7999999999999999,1,0,1.0
1379,59,65,450,680,2,0.5,50,57,64,84,11,6,340,10,7,1,0.6,0,1,0.5
1380,96,108,340,350,1,0.7,90,83,106,80,8,9,500,3,4,0,0.6,0,0,1.0
1381,81,105,520,720,1,0.7999999999999999,64,62,40,100,10,11,340,2,3,1,0.7,0,0,0.8999999999999999
1382,79,108,140,810,1,0.7,126,122,118,116,11,12,60,8,8,0,1.0,1,1,0.5
1383,28,94,320,500,1,0.7,18,123,108,102,8,14,240,7,3,0,0.7,1,1,0.6
1384,96,34,600,620,3,0.6,8,118,72,40,11,11,320,4,8,1,0.6,1,1,0.5
1385,123,121,250,730,5,1.0,100,98,86,104,10,16,20,6,6,1,0.6,0,0,1.0
1386,128,75,830,150,3,0.8999999999999999,12,68,34,26,12,15,500,7,3,1,0.8999999999999999,0,1,1.0
1387,27,122,970,840,3,0.6,2,26,122,124,8,6,380,5,8,0,0.7999999999999999,1,1,0.6
1388,123,102,990,690,3,0.5,44,127,104,122,8,12,280,5,6,0,0.8999999999999999,1,0,0.6
1389,56,33,430,120,3,0.5,126,125,112,102,8,11,380,4,1,1,0.7,0,1,0.8999999999999999
1390,121,70,940,100,3,0.5,114,42,64,32,11,15,360,7,1,1,0.5,1,0,0.7
1391,97,77,880,460,2,0.8999999999999999,72,81,94,54,12,11,300,2,3,0,0.7,0,1,0.6
1392,26,105,880,570,3,0.5,124,28,54,78,12,12,280,6,3,0,1.0,1,1,0.5
1393,28,118,280,120,2,0.6,86,115,70,38,6,15,180,10,7,1,0.7999999999999999,0,0,0.7999999999999999
1394,57,128,580,540,3,0.8999999999999999,62,84,94,88,6,15,240,8,5,1,0.7999999999999999,1,1,0.7999999999999999
1395,108,75,560,120,5,0.6,116,79,74,68,9,9,440,4,6,0,0.7,0,1,0.7
1396,103,120,610,480,2,0.6,8,96,86,102,9,7,300,4,2,1,0.7,0,1,0.5
1397,65,55,400,620,4,0.7999999999999999,76,55,122,56,12,9,200,3,7,0,0.7,0,1,1.0
1398,105,70,190,280,4,0.5,42,84,38,42,7,16,60,6,4,0,0.5,1,0,0.5
1399,90,72,410,820,1,0.7,116,101,102,72,12,14,400,2,7,0,0.7999999999999999,0,0,0.6
1400,106,124,870,810,3,0.6,4,50,56,106,10,11,140,3,4,0,0.6,0,1,0.5
1401,63,80,300,930,2,1.0,86,48,64,48,10,12,320,6,2,0,0.5,0,1,0.7
1402,125,93,530,390,1,0.5,56,95,46,72,12,10,220,2,1,0,0.5,0,0,0.5
1403,114,57,790,970,1,1.0,104,123,34,102,10,6,400,4,5,0,0.7999999999999999,0,0,0.7
1404,101,79,640,150,3,0.7999999999999999,42,49,104,96,10,12,360,10,5,1,1.0,0,0,0.6
1405,128,36,860,410,1,0.8999999999999999,120,39,96,86,9,13,340,4,6,0,0.6,0,1,0.8999999999999999
1406,69,29,550,790,2,0.7999999999999999,8,92,112,50,7,13,140,3,8,1,0.5,0,0,0.8999999999999999
1407,67,76,800,850,2,0.8999999999999999,108,88,56,116,10,15,240,5,2,0,0.6,0,0,0.7999999999999999
1408,46,91,130,160,2,0.7999999999999999,12,38,102,44,11,6,120,1,6,1,0.7999999999999999,0,1,1.0
1409,80,82,990,120,5,0.7,34,123,104,46,11,11,260,7,7,0,1.0,1,1,0.6
1410,103,51,330,500,3,0.5,128,77,46,34,8,15,140,7,4,1,0.8999999999999999,0,1,0.6
1411,35,107,700,160,3,0.5,42,62,106,26,10,6,440,8,8,0,0.8999999999999999,1,1,0.8999999999999999
1412,44,123,450,150,1,0.8999999999999999,48,117,90,116,11,11,260,4,8,0,0.8999999999999999,1,1,1.0
1413,69,93,660,530,4,0.8999999999999999,120,114,112,46,7,6,380,7,6,1,0.6,1,1,0.7
1414,92,92,650,240,2,0.5,128,29,98,48,9,6,420,5,5,1,0.8999999999999999,0,0,1.0
1415,128,38,570,350,1,0.7,18,85,76,56,10,12,120,2,5,1,0.7999999999999999,0,1,0.7999999999999999
1416,76,63,740,890,4,0.6,78,102,90,96,7,9,280,7,2,0,0.7999999999999999,0,0,0.5
1417,86,89,910,960,1,0.5,114,24,30,56,10,12,440,9,1,0,0.7,0,1,0.7
1418,44,101,110,870,1,0.5,58,121,78,34,7,6,200,4,8,1,0.7999999999999999,1,1,0.7999999999999999
1419,120,123,750,980,2,0.7,102,64,28,70,11,12,340,5,5,0,0.7,1,0,0.7999999999999999
1420,30,104,230,650,5,0.7999999999999999,72,108,50,94,11,11,180,4,1,0,0.5,1,1,0.6
1421,65,44,500,380,1,0.6,14,101,98,72,7,7,40,6,7,1,0.6,0,0,0.8999999999999999
1422,118,114,130,520,1,0.5,76,41,98,106,11,15,280,6,6,1,0.7,1,1,0.7
1423,43,127,510,770,1,1.0,64,81,80,88,8,10,20,5,5,0,0.8999999999999999,0,1,0.8999999999999999
1424,35,24,290,570,2,0.7,2,92,80,112,6,7,200,10,7,0,0.5,1,1,0.7
1425,107,31,1000,310,4,0.7999999999999999,118,89,88,106,11,9,20,3,3,0,1.0,1,1,0.5
1426,106,101,580,810,3,0.6,70,105,48,44,11,9,120,9,1,1,0.7999999999999999,0,1,0.7999999999999999
1427,121,111,300,600,2,0.7,22,43,106,98,11,12,280,10,8,0,0.5,0,1,1.0
1428,118,107,620,640,1,0.8999999999999999,110,34,34,48,10,9,260,4,3,1,0.7999999999999999,1,0,0.5
1429,80,40,170,490,4,0.7999999999999999,78,80,40,58,12,11,460,7,1,0,0.6,0,1,1.0
1430,109,119,130,440,3,0.5,122,91,60,42,10,9,500,10,6,0,0.6,0,0,0.7
1431,64,113,240,580,3,0.8999999999999999,22,60,114,66,10,11,180,9,8,1,0.5,1,0,0.6
1432,83,69,510,940,4,1.0,54,34,56,128,8,16,460,4,8,0,0.5,0,1,0.5
1433,99,53,550,940,1,0.5,42,70,98,92,7,8,340,10,5,0,0.5,1,0,0.8999999999999999
1434,88,92,880,410,3,0.5,10,97,56,92,10,11,400,6,2,0,0.7999999999999999,1,0,1.0
1435,103,34,790,100,5,0.8999999999999999,80,29,80,74,11,11,240,6,1,1,1.0,1,1,0.6
1436,45,56,110,930,3,0.8999999999999999,18,66,74,82,10,15,120,7,3,0,0.5,1,0,0.5
1437,89,95,250,910,1,0.6,106,54,58,28,11,16,260,6,1,1,0.8999999999999999,1,0,0.7
1438,60,29,810,820,3,0.7999999999999999,68,43,78,86,8,6,440,10,3,1,0.5,0,0,0.6
1439,65,80,620,620,3,1.0,108,67,40,36,8,8,40,1,2,1,0.6,0,1,0.7
1440,109,108,380,570,2,0.7999999999999999,94,50,114,92,8,15,140,1,8,1,0.7999999999999999,1,1,0.8999999999999999
1441,95,85,820,900,1,0.7,34,101,60,100,11,10,320,7,2,0,0.7,1,0,0.8999999999999999
1442,119,60,460,110,2,0.5,60,57,74,58,10,16,140,7,5,1,0.5,0,0,0.6
1443,77,121,390,880,5,0.6,54,33,26,48,12,16,300,4,6,0,0.5,0,0,0.7999999999999999
1444,89,47,530,150,3,0.7,38,45,78,46,10,11,420,7,8,0,0.5,1,1,0.7999999999999999
1445,117,50,830,970,4,0.5,128,56,92,50,8,15,500,8,6,0,1.0,0,1,0.6
1446,101,62,340,310,5,0.7,74,100,90,42,8,11,440,9,4,0,0.8999999999999999,1,0,0.6
1447,99,119,260,640,1,0.6,48,112,118,128,9,7,260,6,8,0,0.8999999999999999,0,0,0.5
1448,72,38,920,700,4,0.6,128,122,90,98,7,13,460,2,5,1,0.7999999999999999,1,0,1.0
1449,59,46,510,820,5,0.8999999999999999,28,102,94,108,6,13,280,8,4,0,0.7,0,1,0.5
1450,102,48,130,570,4,0.7999999999999999,106,84,106,56,7,7,280,6,3,0,0.5,1,1,0.6
1451,54,45,300,960,3,0.7,102,75,34,116,9,8,80,5,4,0,0.7,0,1,0.6
1452,64,58,710,820,4,0.5,58,91,76,60,10,12,300,8,1,0,0.6,0,1,0.7999999999999999
1453,39,116,110,820,3,1.0,64,123,38,28,12,6,460,3,3,1,0.7999999999999999,1,1,0.7
1454,47,46,370,900,4,0.6,100,77,48,26,8,9,320,8,4,1,0.7999999999999999,0,1,0.5
1455,81,75,680,630,2,0.5,30,55,102,100,7,9,420,4,7,1,0.6,1,0,0.7
1456,62,27,480,770,1,0.8999999999999999,96,109,68,36,7,6,280,10,6,1,1.0,0,1,0.8999999999999999
1457,101,68,180,330,1,0.6,124,125,72,52,6,12,140,5,2,0,0.7,0,1,0.6
1458,50,65,720,890,4,0.6,10,28,112,126,12,8,380,6,1,1,1.0,0,1,0.7999999999999999
1459,107,91,720,300,3,0.7,118,88,68,56,8,9,240,3,7,0,0.5,1,1,0.7
1460,86,26,650,530,2,0.7,86,51,110,126,12,6,140,7,5,1,0.5,1,0,0.7999999999999999
1461,115,96,290,730,4,0.8999999999999999,48,65,88,68,7,7,100,5,1,0,1.0,0,1,0.5
1462,119,85,160,110,4,0.7999999999999999,122,33,114,112,9,11,20,7,6,0,0.8999999999999999,0,1,0.6
1463,103,110,860,1000,2,0.7999999999999999,8,82,26,124,10,8,340,5,4,0,0.7999999999999999,1,0,0.7999999999999999
1464,63,74,980,540,3,0.5,18,121,106,90,6,11,260,8,4,1,1.0,0,1,0.6
1465,50,56,270,840,4,0.7,124,50,100,92,8,7,320,5,4,0,0.7999999999999999,1,1,0.5
1466,110,71,760,110,3,0.8999999999999999,50,81,96,52,8,9,220,1,3,0,0.6,1,0,0.7
1467,46,99,300,920,5,0.6,118,122,24,60,8,9,500,4,7,1,1.0,1,0,0.8999999999999999
1468,88,126,180,740,4,1.0,106,107,38,30,7,16,40,3,5,0,0.7,0,1,1.0
1469,54,39,260,330,4,0.7999999999999999,12,40,56,120,11,12,80,8,2,1,1.0,0,0,1.0
1470,29,33,330,260,3,0.7,90,116,56,106,11,12,340,5,3,1,0.6,1,1,0.7999999999999999
1471,113,61,480,820,4,0.7999999999999999,74,40,128,126,8,11,340,7,4,0,0.7,1,1,0.5
1472,77,92,180,540,4,0.8999999999999999,104,90,102,38,11,15,340,10,3,0,1.0,1,1,0.7999999999999999
1473,49,59,1000,980,4,0.7999999999999999,28,81,74,26,9,12,200,2,6,1,0.8999999999999999,1,1,0.5
1474,116,41,180,150,1,0.8999999999999999,74,109,24,44,9,6,460,6,6,1,0.5,1,1,0.8999999999999999
1475,75,79,640,730,4,0.6,38,33,42,58,9,8,360,1,8,0,0.5,0,0,0.8999999999999999
1476,114,121,770,420,3,0.7999999999999999,110,27,114,86,7,11,340,2,8,0,0.7999999999999999,0,1,1.0
1477,56,71,340,280,5,1.0,26,58,58,102,11,13,340,10,5,0,0.6,0,1,0.8999999999999999
1478,101,53,430,240,4,0.8999999999999999,12,66,80,126,10,15,40,5,5,1,0.8999999999999999,0,1,0.7999999999999999
1479,62,88,680,550,2,0.5,36,88,84,114,12,11,400,2,1,0,0.7,1,0,0.8999999999999999
1480,83,80,630,470,1,0.7999999999999999,60,24,106,52,7,12,340,5,1,0,0.6,0,0,0.6
1481,122,90,530,700,2,0.7,36,30,104,24,8,9,280,6,4,1,0.7999999999999999,0,1,0.5
1482,41,100,210,740,2,1.0,62,69,26,100,8,9,200,5,1,1,0.7999999999999999,1,0,1.0
1483,54,71,900,970,4,0.7999999999999999,22,77,104,32,6,6,340,10,8,0,0.7999999999999999,0,1,0.5
1484,49,24,580,980,5,0.7,82,40,108,126,12,7,80,7,8,0,0.8999999999999999,1,0,0.7999999999999999
1485,59,89,680,150,4,0.8999999999999999,38,72,42,76,8,13,280,5,6,1,0.7,1,0,0.7
1486,72,127,180,670,5,1.0,12,81,46,40,9,14,480,7,1,1,0.5,0,0,0.7
1487,92,44,450,640,4,0.7999999999999999,112,41,124,58,7,9,240,9,6,1,1.0,0,1,0.8999999999999999
1488,32,30,510,500,1,0.7999999999999999,72,33,78,90,9,7,100,4,5,0,0.8999999999999999,1,1,0.6
1489,49,40,770,630,2,0.8999999999999999,102,93,88,30,10,14,220,9,5,0,0.7,1,1,0.7
1490,105,71,430,430,2,0.6,96,86,128,76,9,12,400,4,6,0,1.0,1,0,0.7
1491,61,104,770,940,2,0.7,98,125,46,82,12,9,280,9,5,1,0.7,1,1,0.6
1492,90,32,810,570,5,0.6,16,55,80,88,12,7,420,3,3,1,0.7999999999999999,1,0,0.7
1493,57,52,430,160,5,0.5,70,51,72,54,8,16,320,10,2,0,1.0,1,1,0.7
1494,106,108,800,650,2,0.5,30,65,78,124,11,16,420,7,6,0,0.8999999999999999,0,0,0.7
1495,91,92,410,640,1,0.7999999999999999,64,83,82,108,10,13,20,5,5,0,0.8999999999999999,1,1,0.7999999999999999
1496,96,65,590,510,1,1.0,22,69,62,82,8,10,360,7,7,1,0.8999999999999999,1,0,0.7999999999999999
1497,102,51,830,140,4,1.0,34,121,88,46,10,9,480,10,3,1,0.7999999999999999,1,1,0.7999999999999999
1498,104,123,340,940,2,1.0,104,24,82,98,9,11,140,6,2,1,0.7999999999999999,1,0,0.7999999999999999
1499,87,102,810,320,5,0.7999999999999999,62,123,62,80,9,11,120,2,2,0,0.8999999999999999,0,1,1.0
1500,115,69,850,390,1,0.6,62,107,98,124,6,13,360,10,2,0,0.6,1,0,0.6
1501,26,115,360,320,4,0.6,54,109,62,112,9,8,160,8,7,0,0.6,0,0,0.5
1502,116,120,350,600,4,0.7,120,119,40,102,12,14,400,3,4,0,0.8999999999999999,1,0,1.0
1503,116,36,660,250,2,0.7999999999999999,74,72,88,118,7,12,120,6,1,0,0.6,1,0,0.8999999999999999
1504,116,32,110,990,2,0.7999999999999999,16,40,28,72,7,6,280,2,2,0,0.7,1,1,0.6
1505,36,49,240,770,3,1.0,4,85,50,90,10,13,420,4,5,0,1.0,1,0,0.7
1506,100,82,110,140,3,0.7999999999999999,100,78,40,90,8,9,160,8,6,0,1.0,1,1,0.7
1507,24,101,520,510,1,1.0,116,24,120,46,9,13,500,5,8,1,0.5,0,1,0.7999999999999999
1508,39,118,130,180,4,0.6,114,38,88,104,6,8,220,5,1,1,0.5,0,0,0.5
1509,109,35,1000,150,2,1.0,52,112,68,90,6,15,60,6,3,1,0.7,0,0,0.5
1510,95,39,570,530,2,0.7999999999999999,92,46,26,30,12,10,400,8,6,0,0.7,0,1,0.5
1511,59,105,710,660,2,0.6,122,91,110,124,6,14,440,5,8,0,0.7999999999999999,0,1,0.6
1512,90,73,220,660,2,0.5,34,118,98,54,11,7,140,5,6,0,0.7,1,1,0.7
1513,57,90,880,680,1,0.5,116,33,122,110,12,12,360,5,3,0,0.7999999999999999,0,1,0.7
1514,65,75,360,100,3,1.0,38,118,108,102,6,8,200,7,7,0,0.7999999999999999,1,0,1.0
1515,59,87,390,140,5,0.7999999999999999,126,84,92,42,11,13,40,4,8,0,1.0,1,0,0.7999999999999999
1516,108,64,910,1000,5,0.7,106,110,72,122,8,9,320,10,1,1,0.5,1,0,0.5
1517,127,128,820,830,5,0.8999999999999999,74,35,56,52,6,8,220,5,4,1,0.5,0,0,0.6
1518,97,32,540,220,3,0.7,54,122,124,72,11,16,120,10,1,1,0.5,0,1,0.7
1519,89,55,420,370,1,0.8999999999999999,48,122,94,50,6,10,380,10,6,1,0.7,0,0,0.7999999999999999
1520,98,101,520,800,1,0.5,106,105,90,64,10,12,380,4,1,0,0.7999999999999999,1,1,1.0
1521,95,60,740,930,2,0.6,62,103,70,118,12,8,220,9,1,1,0.6,1,0,0.5
1522,54,66,740,570,5,0.8999999999999999,30,34,44,116,10,11,340,5,6,1,0.8999999999999999,1,0,0.5
1523,121,101,590,390,2,0.7,52,31,28,72,10,16,220,4,3,1,0.7,0,0,0.7
1524,114,78,750,150,5,0.5,100,43,82,32,12,14,500,4,3,0,0.7999999999999999,0,1,0.7
1525,74,70,880,160,4,1.0,104,57,60,46,6,8,200,4,3,1,0.7,1,0,0.8999999999999999
1526,39,109,200,610,4,0.7999999999999999,32,113,88,24,11,13,220,9,4,0,0.6,0,0,1.0
1527,42,113,240,800,5,0.6,44,68,118,120,7,14,360,6,4,1,0.7,0,1,0.8999999999999999
1528,91,104,270,480,3,0.8999999999999999,26,42,34,94,6,8,220,9,4,0,0.7999999999999999,1,1,0.7
1529,60,34,350,510,5,0.8999999999999999,32,95,84,110,9,10,120,8,3,0,0.5,0,1,0.8999999999999999
1530,98,92,600,570,5,0.6,114,90,108,54,8,15,80,7,1,1,0.5,1,1,1.0
1531,125,87,410,990,5,0.7,34,114,80,62,8,13,100,4,1,0,0.5,1,1,1.0
1532,51,24,230,930,4,0.8999999999999999,12,102,24,82,7,9,220,7,3,1,0.8999999999999999,0,1,0.8999999999999999
1533,94,121,520,490,4,0.7,10,52,36,114,7,12,60,7,5,1,0.8999999999999999,1,1,0.7999999999999999
1534,35,117,950,480,5,0.7,50,59,34,88,6,8,260,7,8,1,0.5,1,1,0.5
1535,98,89,220,810,3,1.0,106,87,74,102,8,14,240,4,5,0,0.6,0,1,0.7999999999999999
1536,102,76,940,930,2,0.8999999999999999,34,28,114,50,12,11,180,5,5,1,1.0,1,1,0.7999999999999999
1537,90,68,200,380,2,0.8999999999999999,68,31,64,52,9,6,220,2,4,1,0.7999999999999999,0,0,0.6
1538,104,59,990,690,3,1.0,56,75,128,100,9,13,20,7,6,0,0.5,0,0,0.6
1539,92,42,190,130,1,0.7999999999999999,100,67,88,108,9,10,60,9,3,1,1.0,0,0,0.7999999999999999
1540,126,98,370,540,2,0.7,70,44,118,26,12,7,340,8,3,1,0.6,1,1,0.7
1541,99,90,270,850,1,0.8999999999999999,128,82,108,34,12,11,280,8,7,1,1.0,1,1,0.7
1542,65,25,120,600,1,0.6,128,65,42,54,9,16,300,2,6,1,0.8999999999999999,1,1,0.8999999999999999
1543,36,51,210,970,3,0.7,64,54,78,86,7,8,20,9,1,1,1.0,1,0,0.7999999999999999
1544,48,94,500,340,5,0.8999999999999999,22,115,68,46,12,10,160,1,3,0,0.7999999999999999,0,0,1.0
1545,99,70,790,350,4,0.8999999999999999,40,122,58,114,12,8,380,1,4,0,0.8999999999999999,1,1,0.8999999999999999
1546,112,68,400,980,2,0.5,54,33,92,56,11,12,460,6,8,1,1.0,0,1,0.5
1547,41,48,940,960,5,0.7999999999999999,110,86,38,106,12,11,360,5,7,1,0.7999999999999999,1,0,0.6
1548,108,92,390,440,5,0.7,46,88,106,88,6,8,300,4,1,1,0.8999999999999999,1,1,0.7999999999999999
1549,66,96,820,840,4,1.0,26,48,50,120,8,6,340,1,1,1,0.7,1,1,0.6
