,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
708,85m,92k,490,470ms,1,0.5,104m,85k,62m,30k,10g,9g,280s,5s,5,false,0.8999999999999999,true,true,0.8999999999999999
709,127m,35k,720,100ms,3,0.7999999999999999,64m,55k,48m,110k,9g,10g,500s,7s,7,false,0.7,true,true,0.7
710,119m,127k,270,670ms,2,0.9999999999999999,112m,56k,40m,76k,9g,8g,480s,4s,1,true,0.6,false,true,0.5
711,77m,32k,280,270ms,3,0.9999999999999999,14m,83k,122m,104k,10g,8g,180s,5s,7,true,0.6,true,false,0.6
712,64m,35k,380,400ms,3,0.5,90m,117k,122m,80k,10g,15g,80s,8s,5,true,0.6,false,false,0.6
713,49m,65k,130,730ms,2,0.9999999999999999,68m,45k,114m,112k,12g,8g,480s,9s,7,false,0.6,false,true,0.5
714,57m,50k,100,650ms,3,0.5,32m,117k,62m,66k,12g,14g,360s,7s,1,true,0.7,false,true,0.9999999999999999
715,35m,66k,560,1000ms,4,0.8999999999999999,68m,64k,24m,102k,6g,8g,500s,5s,3,false,0.5,true,true,0.5
716,50m,65k,150,640ms,3,0.7,62m,113k,90m,96k,6g,10g,120s,7s,6,false,0.7999999999999999,true,true,0.6
717,37m,109k,340,600ms,3,0.7,54m,35k,92m,62k,8g,12g,280s,2s,1,true,0.8999999999999999,false,false,0.5
718,47m,99k,280,900ms,5,0.7999999999999999,120m,117k,112m,46k,9g,10g,140s,3s,5,true,0.7,true,true,0.7
719,63m,38k,880,140ms,3,0.5,114m,64k,84m,92k,9g,9g,500s,9s,1,false,0.7999999999999999,false,true,0.7
720,33m,25k,280,420ms,3,0.5,16m,106k,48m,74k,12g,13g,160s,9s,2,true,0.7999999999999999,true,true,0.9999999999999999
721,102m,66k,280,960ms,4,0.9999999999999999,20m,74k,116m,40k,8g,7g,220s,7s,1,true,0.9999999999999999,true,true,0.9999999999999999
722,122m,74k,920,550ms,4,0.9999999999999999,42m,49k,48m,28k,7g,16g,460s,4s,5,true,0.5,false,true,0.7
723,28m,83k,330,660ms,4,0.5,114m,56k,90m,40k,11g,13g,100s,10s,5,true,0.5,true,true,0.6
724,66m,58k,200,480ms,1,0.5,106m,40k,32m,76k,10g,7g,260s,10s,1,false,0.7999999999999999,false,true,0.6
725,50m,25k,980,690ms,4,0.9999999999999999,48m,38k,122m,46k,9g,14g,460s,3s,1,false,0.8999999999999999,true,false,0.8999999999999999
726,108m,127k,770,520ms,4,0.5,116m,89k,124m,122k,10g,6g,240s,8s,3,true,0.6,true,false,0.8999999999999999
727,81m,59k,850,540ms,5,0.5,62m,69k,74m,56k,8g,7g,460s,1s,3,false,0.5,false,false,0.8999999999999999
728,36m,122k,170,820ms,2,0.5,8m,69k,78m,48k,8g,7g,380s,1s,6,true,0.8999999999999999,false,true,0.5
729,82m,106k,870,120ms,4,0.8999999999999999,52m,29k,114m,104k,11g,16g,180s,5s,2,true,0.5,true,false,0.8999999999999999
730,49m,104k,700,720ms,3,0.7,112m,75k,126m,124k,12g,6g,200s,3s,2,true,0.5,true,true,0.5
731,67m,110k,960,650ms,2,0.7999999999999999,120m,114k,64m,62k,6g,11g,180s,8s,6,true,0.7,true,true,0.7999999999999999
732,89m,64k,870,560ms,2,0.8999999999999999,88m,78k,126m,68k,9g,11g,420s,6s,7,true,0.7,false,true,0.5
733,75m,42k,280,730ms,4,0.7,62m,86k,26m,128k,6g,16g,240s,3s,6,false,0.8999999999999999,true,true,0.9999999999999999
734,34m,24k,770,460ms,5,0.5,86m,24k,68m,100k,12g,10g,440s,9s,1,true,0.7999999999999999,true,true,0.8999999999999999
735,85m,61k,770,580ms,2,0.7999999999999999,82m,84k,128m,70k,7g,7g,140s,4s,6,true,0.5,false,true,0.7999999999999999
736,123m,48k,1000,500ms,4,0.8999999999999999,110m,57k,90m,116k,11g,7g,180s,2s,8,false,0.7,false,true,0.6
737,118m,47k,850,350ms,4,0.7999999999999999,98m,96k,68m,94k,10g,13g,240s,1s,4,false,0.7,false,true,0.8999999999999999
738,60m,39k,890,980ms,2,0.6,104m,43k,128m,42k,6g,16g,360s,6s,8,true,0.5,false,false,0.6
739,38m,98k,620,750ms,5,0.5,84m,51k,122m,90k,8g,7g,420s,9s,5,true,0.7999999999999999,true,true,0.7
740,43m,40k,760,820ms,3,0.5,96m,92k,30m,88k,9g,10g,360s,8s,8,false,0.8999999999999999,false,true,0.9999999999999999
741,99m,54k,700,230ms,5,0.7999999999999999,58m,49k,54m,106k,9g,8g,240s,3s,8,true,0.7999999999999999,false,false,0.7999999999999999
742,110m,105k,210,520ms,5,0.8999999999999999,110m,29k,118m,80k,6g,6g,40s,6s,1,true,0.9999999999999999,true,false,0.7
743,63m,103k,520,590ms,1,0.6,78m,113k,78m,118k,6g,15g,420s,3s,5,false,0.6,false,true,0.7
744,115m,86k,500,300ms,4,0.6,88m,110k,32m,78k,6g,6g,340s,2s,4,false,0.7999999999999999,false,true,0.6
745,53m,97k,420,280ms,5,0.8999999999999999,86m,42k,50m,120k,10g,12g,200s,4s,5,true,0.5,false,false,0.6
746,111m,84k,380,990ms,3,0.7999999999999999,116m,79k,36m,64k,12g,6g,400s,2s,3,false,0.6,false,true,0.9999999999999999
747,73m,42k,740,180ms,4,0.8999999999999999,34m,92k,48m,114k,9g,16g,40s,5s,3,true,0.5,false,true,0.6
748,89m,108k,200,220ms,5,0.6,46m,66k,62m,50k,12g,11g,340s,9s,1,false,0.8999999999999999,true,false,0.7999999999999999
749,121m,84k,650,800ms,2,0.7999999999999999,20m,44k,76m,84k,9g,10g,60s,8s,4,true,0.7999999999999999,true,false,0.7999999999999999
750,55m,87k,100,120ms,1,0.7999999999999999,28m,104k,64m,46k,11g,7g,180s,5s,5,true,0.7999999999999999,true,false,0.5
751,109m,59k,110,310ms,2,0.5,84m,88k,88m,88k,10g,9g,420s,3s,3,false,0.9999999999999999,true,false,0.8999999999999999
752,87m,95k,340,890ms,5,0.7999999999999999,2m,66k,100m,24k,12g,16g,140s,1s,5,false,0.8999999999999999,false,true,0.7
753,126m,70k,510,830ms,1,0.6,10m,74k,70m,82k,7g,11g,300s,1s,7,false,0.7999999999999999,false,true,0.5
754,81m,33k,650,150ms,3,0.9999999999999999,62m,70k,38m,56k,8g,10g,180s,3s,1,false,0.6,false,false,0.8999999999999999
755,28m,39k,740,960ms,4,0.6,30m,123k,110m,90k,11g,15g,20s,1s,3,true,0.6,false,true,0.8999999999999999
756,68m,100k,400,1000ms,3,0.5,78m,48k,92m,122k,8g,8g,460s,9s,1,true,0.9999999999999999,false,true,0.8999999999999999
757,113m,65k,560,370ms,1,0.9999999999999999,108m,84k,126m,86k,7g,9g,260s,6s,1,true,0.8999999999999999,true,true,0.7999999999999999
758,71m,41k,470,880ms,2,0.6,64m,89k,36m,80k,8g,8g,300s,5s,6,false,0.9999999999999999,true,false,0.9999999999999999
759,93m,41k,260,740ms,3,0.6,34m,82k,96m,106k,12g,13g,320s,5s,4,true,0.8999999999999999,false,true,0.6
760,70m,37k,130,880ms,3,0.9999999999999999,34m,33k,126m,66k,10g,15g,160s,6s,7,true,0.7,false,true,0.7999999999999999
761,76m,43k,220,340ms,1,0.5,16m,46k,66m,64k,6g,11g,120s,9s,5,true,0.9999999999999999,true,true,0.5
762,53m,57k,220,890ms,2,0.7999999999999999,102m,114k,62m,52k,12g,12g,200s,3s,3,false,0.7999999999999999,true,false,0.6
763,61m,60k,100,520ms,2,0.7999999999999999,54m,56k,70m,106k,12g,6g,340s,1s,1,false,0.5,true,true,0.9999999999999999
764,88m,101k,1000,720ms,3,0.7,24m,36k,98m,112k,6g,10g,60s,6s,8,false,0.6,false,false,0.7999999999999999
765,110m,124k,860,170ms,5,0.9999999999999999,4m,38k,48m,86k,7g,6g,260s,8s,7,false,0.7,true,false,0.7
766,88m,32k,380,900ms,2,0.8999999999999999,114m,103k,126m,52k,10g,13g,480s,4s,6,true,0.8999999999999999,true,true,0.6
767,78m,49k,360,610ms,1,0.8999999999999999,44m,26k,100m,92k,9g,11g,420s,3s,7,true,0.7,true,false,0.9999999999999999
768,53m,24k,770,250ms,2,0.7999999999999999,66m,52k,98m,72k,10g,13g,240s,9s,6,false,0.8999999999999999,false,true,0.9999999999999999
769,69m,75k,680,690ms,3,0.7,74m,122k,120m,38k,7g,15g,240s,4s,6,false,0.6,false,true,0.7
770,85m,90k,530,120ms,1,0.7999999999999999,78m,110k,98m,44k,6g,11g,260s,4s,4,false,0.6,false,true,0.5
771,45m,124k,850,640ms,1,0.5,116m,88k,68m,52k,11g,11g,20s,10s,6,false,0.7,true,false,0.7
772,127m,68k,490,590ms,2,0.6,82m,108k,128m,96k,6g,10g,80s,7s,3,true,0.7,false,true,0.7
773,26m,44k,250,330ms,5,0.5,128m,86k,110m,100k,7g,6g,440s,10s,6,true,0.7999999999999999,false,true,0.5
774,104m,40k,210,160ms,1,0.7999999999999999,52m,83k,56m,80k,9g,7g,80s,10s,4,true,0.9999999999999999,true,true,0.7
775,69m,120k,640,180ms,4,0.8999999999999999,122m,29k,64m,72k,12g,14g,280s,3s,5,false,0.6,false,false,0.9999999999999999
776,83m,56k,810,520ms,3,0.9999999999999999,36m,75k,82m,44k,11g,6g,400s,3s,5,false,0.5,true,false,0.7999999999999999
777,128m,79k,110,820ms,3,0.8999999999999999,88m,77k,88m,112k,11g,6g,420s,2s,3,true,0.7999999999999999,false,true,0.7999999999999999
778,87m,31k,570,510ms,4,0.5,20m,94k,62m,28k,10g,8g,440s,1s,6,false,0.6,false,true,0.9999999999999999
779,54m,46k,930,890ms,2,0.7,126m,63k,78m,112k,6g,14g,140s,8s,5,true,0.8999999999999999,true,true,0.6
780,110m,75k,530,870ms,3,0.9999999999999999,88m,39k,52m,74k,12g,10g,340s,5s,3,true,0.6,true,false,0.5
781,80m,84k,660,350ms,5,0.8999999999999999,84m,40k,26m,46k,9g,13g,200s,6s,5,false,0.7,false,false,0.7
782,80m,89k,320,800ms,3,0.6,64m,118k,38m,128k,10g,14g,360s,9s,8,true,0.7,true,true,0.5
783,46m,97k,860,730ms,3,0.8999999999999999,108m,115k,46m,76k,9g,15g,440s,1s,4,true,0.8999999999999999,true,true,0.7
784,118m,33k,800,820ms,5,0.7,120m,78k,32m,110k,6g,15g,360s,6s,6,false,0.6,false,false,0.7999999999999999
785,47m,27k,510,380ms,2,0.6,8m,25k,72m,122k,11g,7g,300s,1s,1,false,0.6,false,false,0.7999999999999999
786,91m,104k,940,800ms,3,0.9999999999999999,126m,62k,56m,30k,10g,13g,80s,10s,2,true,0.9999999999999999,false,true,0.8999999999999999
787,28m,93k,300,430ms,4,0.9999999999999999,62m,78k,70m,78k,7g,14g,400s,8s,6,false,0.5,false,true,0.9999999999999999
788,78m,69k,140,530ms,1,0.7,58m,60k,96m,70k,11g,14g,480s,7s,6,true,0.5,true,false,0.9999999999999999
789,24m,91k,550,760ms,2,0.7,50m,65k,66m,108k,10g,9g,380s,2s,3,true,0.6,true,false,0.9999999999999999
790,73m,118k,450,150ms,1,0.7,46m,73k,106m,104k,7g,13g,280s,2s,8,false,0.6,true,true,0.6
791,114m,88k,620,770ms,5,0.7,2m,124k,56m,92k,11g,14g,340s,9s,3,true,0.5,true,false,0.5
792,65m,64k,940,290ms,4,0.8999999999999999,8m,58k,34m,128k,9g,14g,200s,3s,4,false,0.6,true,true,0.9999999999999999
793,41m,39k,780,130ms,4,0.9999999999999999,126m,32k,48m,58k,11g,10g,160s,3s,5,false,0.6,true,true,0.7
794,48m,39k,440,680ms,2,0.7999999999999999,28m,72k,110m,102k,11g,6g,260s,6s,2,true,0.8999999999999999,false,false,0.9999999999999999
795,30m,83k,640,640ms,3,0.5,4m,65k,96m,78k,6g,16g,120s,8s,3,false,0.6,false,true,0.7999999999999999
796,110m,39k,290,360ms,2,0.9999999999999999,14m,36k,106m,54k,9g,13g,120s,1s,6,false,0.7,false,false,0.7999999999999999
797,122m,50k,430,440ms,2,0.7999999999999999,4m,24k,102m,32k,9g,12g,20s,8s,4,true,0.5,false,true,0.8999999999999999
798,128m,75k,610,340ms,5,0.7999999999999999,92m,99k,102m,60k,6g,16g,460s,1s,2,false,0.6,true,false,0.5
799,44m,61k,760,880ms,5,0.5,4m,77k,128m,100k,11g,10g,120s,7s,1,true,0.7,true,true,0.7999999999999999
800,114m,65k,770,670ms,3,0.5,92m,86k,54m,48k,6g,7g,380s,1s,5,true,0.9999999999999999,true,true,0.8999999999999999
801,105m,99k,150,340ms,4,0.7999999999999999,42m,37k,24m,64k,6g,8g,100s,4s,5,true,0.7999999999999999,true,true,0.9999999999999999
802,32m,124k,330,240ms,4,0.8999999999999999,64m,97k,104m,124k,10g,14g,260s,9s,8,true,0.7,false,false,0.6
803,92m,32k,500,800ms,1,0.8999999999999999,8m,118k,62m,126k,7g,15g,340s,7s,6,true,0.9999999999999999,true,false,0.6
804,64m,25k,650,560ms,1,0.5,98m,32k,66m,64k,8g,16g,380s,2s,8,false,0.6,true,false,0.7
805,76m,42k,100,190ms,3,0.7,110m,121k,110m,108k,6g,14g,180s,2s,8,true,0.7999999999999999,true,true,0.9999999999999999
806,100m,62k,930,1000ms,1,0.7999999999999999,8m,96k,114m,126k,12g,14g,440s,3s,1,true,0.7999999999999999,true,false,0.9999999999999999
807,69m,82k,170,730ms,5,0.7999999999999999,48m,37k,24m,128k,6g,14g,120s,2s,6,false,0.7,false,true,0.7
808,87m,26k,940,830ms,4,0.7999999999999999,50m,124k,122m,24k,7g,15g,280s,9s,6,false,0.9999999999999999,true,true,0.6
809,81m,126k,320,170ms,3,0.7,94m,93k,48m,82k,11g,8g,220s,8s,1,true,0.8999999999999999,false,true,0.6
810,80m,43k,590,230ms,3,0.7,110m,123k,44m,88k,12g,7g,440s,7s,7,true,0.5,false,false,0.7
811,59m,113k,890,450ms,1,0.5,68m,114k,44m,46k,7g,15g,240s,9s,8,true,0.7,false,false,0.7999999999999999
812,60m,126k,140,650ms,2,0.7999999999999999,110m,55k,46m,52k,12g,11g,400s,8s,1,false,0.7999999999999999,true,false,0.8999999999999999
813,77m,56k,960,940ms,4,0.8999999999999999,64m,54k,40m,76k,6g,13g,380s,4s,7,true,0.6,true,true,0.6
814,24m,126k,480,450ms,1,0.7999999999999999,2m,122k,32m,110k,12g,9g,120s,4s,8,true,0.9999999999999999,false,true,0.7
815,80m,123k,520,820ms,1,0.7,20m,120k,78m,26k,10g,11g,240s,10s,3,false,0.9999999999999999,true,false,0.7999999999999999
816,119m,39k,320,420ms,3,0.7,4m,118k,44m,56k,12g,10g,320s,9s,4,true,0.5,true,false,0.8999999999999999
817,56m,97k,220,280ms,4,0.5,26m,113k,32m,52k,8g,8g,20s,7s,2,true,0.8999999999999999,false,true,0.6
818,103m,46k,430,750ms,4,0.5,40m,50k,30m,54k,7g,10g,500s,1s,7,false,0.9999999999999999,true,true,0.7
819,88m,70k,580,560ms,4,0.5,64m,102k,42m,68k,8g,7g,40s,10s,4,true,0.8999999999999999,false,true,0.6
820,106m,96k,110,250ms,5,0.9999999999999999,2m,85k,114m,106k,7g,11g,240s,7s,3,false,0.6,false,false,0.8999999999999999
821,46m,72k,550,790ms,4,0.5,112m,88k,102m,116k,8g,9g,420s,10s,6,true,0.7999999999999999,false,false,0.7999999999999999
822,68m,104k,240,390ms,1,0.7,124m,39k,26m,34k,11g,12g,200s,4s,1,false,0.9999999999999999,false,false,0.7999999999999999
823,73m,77k,170,900ms,2,0.9999999999999999,108m,119k,80m,82k,12g,11g,480s,8s,1,true,0.7,false,true,0.9999999999999999
824,51m,86k,840,500ms,4,0.6,92m,50k,84m,52k,6g,11g,180s,8s,4,false,0.7,true,true,0.7
825,79m,24k,580,730ms,1,0.9999999999999999,12m,40k,88m,24k,10g,13g,460s,9s,4,true,0.5,true,false,0.6
826,77m,103k,470,730ms,1,0.6,112m,120k,70m,24k,7g,14g,220s,2s,4,false,0.7999999999999999,false,true,0.9999999999999999
827,94m,24k,100,700ms,1,0.7999999999999999,10m,94k,106m,124k,7g,7g,380s,4s,1,true,0.8999999999999999,false,false,0.8999999999999999
828,103m,103k,340,230ms,1,0.7,2m,52k,74m,58k,11g,16g,80s,2s,1,true,0.6,true,false,0.7999999999999999
829,124m,124k,340,580ms,4,0.7,68m,56k,116m,80k,11g,10g,280s,8s,2,false,0.8999999999999999,false,false,0.7999999999999999
830,79m,33k,150,160ms,3,0.9999999999999999,10m,108k,52m,88k,8g,12g,340s,9s,8,false,0.5,true,true,0.7999999999999999
831,109m,123k,990,700ms,3,0.6,88m,94k,68m,68k,8g,14g,200s,10s,2,false,0.7,false,false,0.8999999999999999
832,82m,123k,230,320ms,3,0.9999999999999999,68m,77k,78m,84k,11g,14g,180s,7s,5,true,0.5,true,false,0.6
833,40m,104k,110,510ms,3,0.7,114m,66k,126m,66k,8g,16g,300s,8s,6,true,0.7999999999999999,true,true,0.5
834,114m,54k,890,430ms,1,0.6,30m,73k,112m,76k,10g,12g,40s,6s,3,false,0.7,true,false,0.7
835,44m,29k,320,740ms,1,0.6,94m,44k,114m,62k,10g,16g,480s,7s,2,true,0.6,false,true,0.6
836,33m,101k,450,420ms,4,0.7999999999999999,114m,99k,76m,70k,9g,15g,320s,6s,3,true,0.9999999999999999,false,true,0.9999999999999999
837,60m,52k,800,670ms,5,0.6,24m,27k,102m,48k,11g,7g,20s,7s,4,true,0.5,false,true,0.7
838,27m,45k,860,800ms,5,0.8999999999999999,40m,59k,76m,34k,8g,14g,260s,4s,5,false,0.7,false,true,0.7999999999999999
839,25m,122k,860,670ms,1,0.7999999999999999,34m,90k,54m,114k,11g,13g,320s,4s,4,true,0.6,true,true,0.5
840,114m,65k,390,120ms,2,0.9999999999999999,82m,79k,76m,46k,7g,16g,320s,2s,8,false,0.7,true,true,0.7
841,93m,69k,600,870ms,1,0.7,26m,112k,62m,38k,7g,10g,340s,7s,5,true,0.7999999999999999,false,false,0.6
842,87m,77k,780,340ms,2,0.6,98m,50k,80m,46k,8g,11g,420s,9s,3,false,0.5,true,false,0.5
843,127m,123k,610,450ms,2,0.7,4m,76k,94m,24k,11g,8g,80s,4s,6,true,0.7999999999999999,true,true,0.7999999999999999
844,62m,28k,290,870ms,5,0.8999999999999999,76m,43k,62m,68k,8g,13g,300s,3s,4,true,0.6,false,true,0.7
845,70m,92k,160,900ms,4,0.5,102m,84k,116m,90k,10g,6g,40s,2s,2,false,0.9999999999999999,false,true,0.6
846,68m,64k,750,230ms,5,0.6,2m,110k,60m,24k,11g,11g,60s,6s,1,false,0.7999999999999999,false,true,0.7
847,102m,92k,250,430ms,2,0.7,112m,83k,34m,44k,11g,15g,60s,8s,5,true,0.5,true,false,0.7999999999999999
848,71m,60k,650,750ms,3,0.7999999999999999,88m,98k,56m,48k,6g,6g,300s,10s,3,true,0.6,false,false,0.9999999999999999
849,73m,24k,800,650ms,4,0.5,122m,103k,50m,84k,8g,11g,160s,2s,6,false,0.7,true,true,0.5
850,55m,109k,140,510ms,5,0.9999999999999999,2m,47k,48m,50k,7g,10g,80s,8s,8,true,0.6,false,false,0.6
851,82m,27k,490,940ms,1,0.6,118m,38k,110m,56k,7g,11g,180s,7s,2,false,0.5,false,true,0.9999999999999999
852,74m,91k,960,360ms,2,0.7,10m,85k,72m,50k,7g,8g,380s,4s,2,true,0.7999999999999999,false,false,0.8999999999999999
853,119m,122k,850,430ms,5,0.6,128m,80k,36m,80k,12g,10g,420s,9s,5,true,0.9999999999999999,true,false,0.5
854,118m,62k,580,390ms,4,0.6,80m,95k,46m,48k,7g,10g,200s,1s,1,true,0.6,false,true,0.7
855,92m,76k,510,740ms,2,0.9999999999999999,54m,51k,66m,60k,8g,16g,320s,2s,7,false,0.7,false,false,0.7999999999999999
856,36m,77k,620,710ms,5,0.5,64m,39k,40m,120k,12g,13g,100s,8s,3,true,0.7,true,false,0.7
857,82m,126k,300,770ms,5,0.7999999999999999,6m,41k,38m,24k,11g,10g,180s,6s,8,true,0.9999999999999999,true,false,0.6
858,77m,34k,110,300ms,3,0.8999999999999999,18m,36k,84m,84k,12g,12g,120s,6s,5,true,0.9999999999999999,false,true,0.8999999999999999
859,89m,39k,1000,520ms,2,0.7,32m,65k,54m,58k,9g,14g,360s,8s,6,false,0.8999999999999999,true,true,0.6
860,49m,128k,230,200ms,2,0.7999999999999999,98m,57k,62m,122k,9g,9g,300s,1s,8,true,0.6,true,true,0.7
861,82m,103k,290,400ms,1,0.7999999999999999,18m,103k,124m,64k,8g,6g,420s,3s,7,true,0.7999999999999999,true,true,0.9999999999999999
862,80m,32k,730,440ms,5,0.7999999999999999,50m,112k,90m,96k,8g,14g,260s,1s,7,true,0.5,true,false,0.7999999999999999
863,83m,37k,460,780ms,4,0.6,14m,30k,74m,122k,11g,7g,180s,10s,7,false,0.8999999999999999,true,false,0.8999999999999999
864,26m,65k,800,810ms,4,0.7,122m,46k,56m,106k,6g,15g,400s,10s,4,false,0.7,false,true,0.5
865,98m,79k,1000,490ms,2,0.7999999999999999,76m,53k,84m,68k,6g,10g,20s,8s,5,true,0.7,true,false,0.5
866,99m,99k,280,470ms,2,0.8999999999999999,2m,75k,68m,126k,11g,14g,400s,1s,8,false,0.6,false,false,0.7
867,100m,93k,660,230ms,4,0.7,82m,91k,42m,74k,9g,11g,200s,6s,3,true,0.8999999999999999,true,true,0.7999999999999999
868,116m,120k,730,260ms,2,0.6,16m,79k,104m,92k,9g,9g,240s,9s,6,false,0.7,false,false,0.8999999999999999
869,117m,40k,200,590ms,4,0.9999999999999999,54m,115k,84m,118k,7g,10g,60s,7s,7,false,0.6,false,true,0.8999999999999999
870,48m,52k,140,310ms,1,0.7999999999999999,128m,79k,126m,124k,8g,13g,440s,2s,5,false,0.6,false,false,0.7999999999999999
871,67m,125k,870,170ms,4,0.8999999999999999,92m,117k,120m,80k,7g,7g,500s,1s,7,false,0.7999999999999999,true,false,0.6
872,126m,67k,410,380ms,3,0.9999999999999999,126m,75k,52m,84k,11g,8g,40s,5s,8,true,0.6,false,true,0.8999999999999999
873,60m,57k,570,730ms,2,0.8999999999999999,120m,69k,98m,94k,10g,12g,300s,2s,3,true,0.6,true,false,0.7
874,91m,65k,900,620ms,4,0.8999999999999999,118m,102k,86m,120k,12g,15g,300s,3s,7,true,0.7,true,true,0.7999999999999999
875,76m,39k,900,700ms,1,0.6,64m,65k,116m,54k,6g,10g,500s,8s,4,false,0.6,true,true,0.6
876,68m,99k,260,600ms,4,0.5,76m,118k,100m,30k,7g,14g,140s,3s,5,true,0.7999999999999999,true,true,0.8999999999999999
877,26m,74k,400,170ms,4,0.5,72m,85k,96m,68k,10g,14g,260s,5s,2,false,0.5,false,true,0.8999999999999999
878,47m,95k,280,630ms,4,0.6,76m,92k,50m,26k,8g,8g,400s,5s,2,false,0.9999999999999999,true,false,0.7
879,95m,69k,950,350ms,2,0.7,70m,122k,78m,50k,10g,8g,120s,1s,8,false,0.7,true,true,0.5
880,100m,64k,300,440ms,1,0.6,4m,117k,102m,62k,8g,14g,40s,10s,5,false,0.8999999999999999,true,true,0.5
881,47m,82k,930,220ms,5,0.7999999999999999,2m,125k,44m,68k,8g,6g,100s,1s,8,true,0.7999999999999999,true,false,0.8999999999999999
882,73m,39k,260,800ms,2,0.7999999999999999,68m,118k,32m,82k,10g,14g,460s,1s,1,false,0.6,false,false,0.6
883,71m,40k,390,800ms,2,0.7999999999999999,102m,75k,128m,76k,7g,12g,40s,5s,5,true,0.8999999999999999,true,true,0.7
884,41m,78k,520,220ms,5,0.7,60m,59k,72m,40k,10g,10g,200s,7s,7,true,0.6,true,true,0.8999999999999999
885,111m,53k,100,290ms,5,0.8999999999999999,96m,28k,26m,58k,12g,10g,80s,2s,6,false,0.7999999999999999,false,false,0.7999999999999999
886,99m,41k,120,590ms,4,0.6,40m,98k,54m,48k,11g,10g,300s,6s,6,false,0.8999999999999999,false,true,0.6
887,65m,126k,390,370ms,4,0.9999999999999999,112m,79k,128m,58k,7g,11g,180s,8s,7,true,0.7999999999999999,false,true,0.9999999999999999
888,83m,67k,710,480ms,1,0.6,12m,69k,36m,80k,12g,7g,120s,8s,6,false,0.7999999999999999,true,true,0.7999999999999999
889,76m,77k,130,450ms,2,0.7,116m,101k,62m,38k,11g,15g,140s,9s,1,false,0.5,false,true,0.7999999999999999
890,34m,81k,650,540ms,2,0.7999999999999999,114m,25k,62m,102k,6g,7g,300s,2s,4,false,0.7999999999999999,false,true,0.8999999999999999
891,47m,83k,720,310ms,3,0.7999999999999999,116m,44k,28m,26k,11g,14g,500s,8s,8,true,0.8999999999999999,false,false,0.8999999999999999
892,97m,74k,380,700ms,4,0.5,14m,126k,46m,26k,11g,12g,320s,5s,3,true,0.6,true,true,0.8999999999999999
893,45m,75k,920,360ms,3,0.6,114m,89k,76m,26k,7g,9g,340s,10s,8,true,0.9999999999999999,false,false,0.7
894,91m,106k,480,360ms,1,0.9999999999999999,68m,54k,108m,100k,11g,13g,480s,10s,3,false,0.6,true,false,0.7
895,95m,83k,160,350ms,3,0.7999999999999999,38m,57k,70m,26k,8g,7g,400s,1s,8,false,0.5,true,true,0.7999999999999999
896,72m,80k,130,570ms,4,0.7,32m,125k,70m,82k,10g,6g,300s,7s,2,true,0.6,false,false,0.9999999999999999
897,29m,91k,550,610ms,4,0.6,120m,53k,124m,64k,12g,12g,420s,8s,4,false,0.7999999999999999,false,false,0.7999999999999999
898,115m,68k,500,920ms,2,0.9999999999999999,84m,89k,62m,48k,12g,7g,320s,6s,5,true,0.9999999999999999,true,false,0.7999999999999999
899,83m,67k,610,160ms,1,0.5,28m,49k,84m,28k,7g,13g,220s,7s,5,true,0.7999999999999999,false,true,0.7
900,127m,102k,430,770ms,5,0.5,2m,102k,68m,126k,7g,8g,240s,8s,4,true,0.9999999999999999,false,true,0.8999999999999999
901,72m,56k,270,360ms,5,0.7999999999999999,62m,56k,92m,114k,7g,10g,140s,8s,4,false,0.9999999999999999,false,false,0.7999999999999999
902,39m,85k,840,630ms,3,0.6,42m,30k,34m,26k,11g,14g,80s,4s,8,false,0.7999999999999999,true,true,0.6
903,54m,113k,880,100ms,4,0.8999999999999999,10m,77k,38m,28k,8g,7g,160s,1s,8,false,0.5,true,false,0.9999999999999999
904,43m,93k,410,800ms,5,0.6,34m,70k,40m,110k,7g,14g,380s,7s,3,true,0.5,true,false,0.7
905,106m,25k,470,950ms,3,0.8999999999999999,116m,46k,58m,92k,10g,7g,120s,3s,5,true,0.8999999999999999,true,true,0.5
906,84m,87k,460,400ms,3,0.6,100m,97k,80m,90k,7g,14g,60s,5s,1,true,0.8999999999999999,true,false,0.9999999999999999
907,126m,58k,810,280ms,4,0.7999999999999999,96m,108k,64m,72k,8g,6g,500s,4s,3,true,0.7999999999999999,true,false,0.7
908,66m,44k,690,530ms,3,0.7999999999999999,14m,54k,98m,126k,9g,7g,300s,9s,6,false,0.7999999999999999,true,false,0.5
909,39m,115k,690,150ms,1,0.8999999999999999,26m,81k,54m,36k,12g,14g,280s,9s,5,true,0.5,true,true,0.5
910,123m,39k,550,770ms,1,0.6,8m,60k,82m,52k,11g,15g,40s,10s,4,false,0.7,false,true,0.7999999999999999
911,36m,116k,890,600ms,1,0.7,104m,126k,86m,86k,6g,10g,100s,6s,3,false,0.7,true,false,0.7999999999999999
